CT,Total,Aboriginal,North American ,European,Carribean,Latin,African,Oceania,Middle Eastern,South Asian,East Asian,Other Asian
0378.23,4250,0,155,645,95,25,0,0,45,435,3060,0
0378.24,6160,20,280,335,275,35,210,0,40,1490,3820,25
0378.25,7685,0,385,345,495,255,385,0,80,5045,1535,55
0378.26,4540,0,290,385,480,105,185,0,110,2455,1125,0
0378.27,5660,0,350,700,435,210,385,0,120,2825,1320,80
0378.28,7430,105,670,935,1585,580,370,0,225,3395,915,25
0400.02,6260,60,1380,3930,275,100,145,0,175,455,1180,0
0400.03,2980,10,490,1600,255,25,75,0,110,250,865,0
0400.04,2020,30,450,1350,0,25,0,0,45,80,430,0
0400.06,3065,0,560,2370,90,70,20,0,60,240,405,0
0400.07,3300,50,800,2490,135,45,0,0,80,95,355,0
0400.08,2800,15,630,1810,75,85,50,0,70,160,360,0
0400.11,6475,0,205,800,295,60,80,0,40,3335,2065,0
0400.12,7215,50,805,3130,245,155,235,0,420,585,2630,0
0400.13,6235,0,315,205,310,185,75,0,340,4135,1325,0
0400.14,6325,0,370,375,225,65,15,0,130,2760,2950,55
0400.15,4730,85,985,3400,85,75,65,15,55,285,785,0
0400.16,5450,15,390,1775,265,285,175,0,205,1830,1610,0
0400.17,4675,0,335,280,220,70,195,0,25,2810,1260,20
0400.18,2755,0,265,110,220,15,65,0,0,1195,1235,30
0400.19,6800,115,1035,3245,580,165,155,0,225,1165,2075,40
0400.20,2690,0,245,395,135,55,20,0,30,710,1430,0
0400.21,2025,0,125,240,105,75,85,0,65,575,1015,0
0400.22,8580,0,470,1090,595,205,360,0,375,4535,1905,0
0400.23,8620,0,420,810,265,120,295,0,225,5525,1600,50
0401.04,3570,0,105,680,140,95,250,0,55,490,2125,0
0401.05,2165,0,65,160,15,0,0,0,45,130,1810,0
0401.06,5245,0,345,1590,55,30,45,0,85,370,3155,0
0401.07,4160,25,780,2600,105,0,45,25,115,65,1195,0
0401.08,3475,20,745,1570,75,0,20,0,50,130,1430,0
0401.09,8905,0,465,1055,125,65,190,0,265,875,6555,0
0401.10,5080,0,195,915,90,30,50,0,95,700,3260,0
0401.11,7060,0,350,685,410,180,295,0,115,3060,2630,45
0401.13,6430,0,295,590,380,45,75,0,80,1225,4200,10
0401.14,8255,40,760,2715,170,115,235,0,255,765,4490,90
0401.15,2880,0,340,1285,115,0,125,0,100,105,1140,0
0401.17,3725,0,80,545,295,45,135,0,240,880,1715,0
0401.18,3445,0,155,260,215,0,40,0,25,180,2685,20
0401.19,6845,0,345,580,345,85,135,0,35,475,5340,0
0401.20,4845,0,105,345,80,100,80,0,25,1280,3065,0
0401.21,3140,0,110,155,85,25,0,0,0,735,2130,0
0401.22,7620,20,210,855,90,70,50,0,275,715,5675,0
0401.23,2220,0,55,365,95,75,45,0,140,705,910,0
0402.01,2610,0,315,1165,40,65,160,0,185,305,710,15
0402.02,3390,0,480,1635,85,50,35,0,595,120,855,0
0402.03,2935,25,330,2075,80,35,30,0,385,105,355,0
0402.04,5230,15,535,2295,95,25,145,0,495,525,1765,0
0402.05,2135,30,210,1200,0,115,35,0,275,50,560,0
0402.06,5830,25,580,3525,90,130,80,0,820,165,1140,0
0402.07,2140,10,325,1180,0,105,35,0,340,160,340,0
0402.08,6445,30,690,2820,40,40,185,0,1110,360,1995,0
0402.09,3740,45,485,2430,25,25,15,0,355,135,735,0
0402.10,3610,30,400,1525,190,100,135,0,390,340,1145,30
0402.12,4460,0,120,445,60,15,30,0,370,170,3505,0
0402.13,5265,0,520,2290,100,0,160,0,730,450,1615,0
0403.01,8130,90,670,1630,430,65,360,25,485,860,4560,20
0403.03,10125,20,815,2500,380,105,165,35,430,1070,6010,30
0403.04,4265,0,145,165,70,40,60,0,175,520,3235,0
0403.05,3405,15,500,1520,95,45,30,0,130,250,1495,0
0403.07,7220,0,405,910,140,35,245,0,255,945,5060,10
0403.09,5115,0,220,330,75,20,60,0,70,545,4225,0
0403.10,5050,0,235,520,110,35,55,0,130,610,3700,20
0403.11,7305,0,470,970,325,130,130,0,335,1720,3935,0
0403.12,6695,0,320,1425,390,140,160,0,155,2180,2770,210
0403.13,6265,30,510,2135,485,220,130,0,170,1435,2395,0
0403.14,6710,15,320,1175,100,245,215,0,155,1480,3595,65
0410.02,4560,0,215,2015,170,95,115,0,80,380,1970,0
0410.03,7080,0,705,5400,40,90,340,0,475,230,930,0
0410.04,3800,0,495,2885,105,125,160,0,280,75,505,0
0410.05,6655,20,980,5400,60,95,340,40,400,340,515,0
0410.07,3775,0,265,1905,145,30,150,0,175,755,810,0
0410.09,4475,50,255,2545,115,50,135,0,280,250,1265,0
0410.10,4125,0,225,2785,30,35,70,0,520,220,660,0
0410.11,4295,0,530,3635,0,70,135,0,260,25,315,0
0410.12,5680,0,400,4120,55,70,185,0,560,65,750,0
0410.13,7170,10,905,5600,40,175,260,0,495,410,690,0
0410.14,6355,0,640,4330,140,115,75,0,430,435,1265,0
0410.15,1925,0,130,1280,220,30,25,0,105,105,300,0
0411.01,5695,40,355,2665,295,120,160,0,505,835,1460,0
0411.04,5970,25,435,4375,180,125,110,10,160,710,420,0
0411.07,4400,15,360,3660,35,115,25,0,145,235,230,0
0411.08,2125,0,95,1355,60,55,0,0,20,320,310,0
0411.09,6400,0,420,3590,95,170,175,0,445,1100,1045,10
0411.12,5720,0,580,3585,245,450,30,0,335,650,445,40
0411.15,4255,0,340,2700,180,260,55,0,200,465,475,0
0411.16,6000,20,765,4090,245,300,165,0,325,635,565,0
0411.17,5475,0,430,3040,45,75,480,0,520,425,1175,0
0411.18,7915,45,545,3425,325,200,240,0,635,1145,2195,0
0411.19,5710,0,420,3700,55,80,230,0,635,250,1105,0
0411.20,17535,40,1380,11505,160,325,675,0,1440,1115,3275,0
0411.21,2490,0,185,775,295,260,140,0,115,610,440,15
0411.22,5430,50,585,3380,115,250,140,0,250,545,865,0
0411.23,3925,35,270,2690,120,170,90,0,220,360,410,0
0411.24,7280,0,480,2385,315,210,260,0,400,2990,915,20
0411.25,3420,0,125,1240,230,235,105,0,310,805,785,0
0411.26,5395,0,800,3420,165,120,145,0,315,775,590,0
0411.27,4080,0,295,3075,175,225,35,0,180,255,280,0
0412.01,6340,0,315,4910,120,220,10,0,330,570,310,0
0412.02,7390,40,485,6160,120,135,125,0,265,335,260,0
0412.04,4700,0,295,3960,0,20,70,0,125,320,170,0
0412.06,3820,10,280,3045,70,75,50,0,185,250,55,0
0412.08,2690,0,210,2140,0,260,35,0,25,305,95,0
0412.10,6260,0,500,4450,145,225,25,15,235,1110,145,0
0412.11,4605,0,575,3230,90,255,60,0,330,355,125,0
0412.12,4270,40,325,2525,135,240,125,0,210,535,625,0
0412.13,4260,0,220,3680,45,80,35,0,115,210,80,0
0412.14,3610,0,310,3205,0,40,95,0,120,80,60,0
0412.15,5315,15,550,4605,15,150,0,0,30,210,185,0
0412.18,8075,15,585,6735,0,195,15,0,335,465,185,0
0412.19,9640,20,855,7305,185,335,290,0,590,780,485,0
0412.20,5830,0,515,4655,80,180,95,0,300,530,245,0
0412.22,7595,0,485,4565,105,355,115,0,665,900,1000,0
0412.23,11850,10,735,5860,220,635,110,0,1255,1955,2265,0
0412.24,8270,0,655,4525,245,545,250,0,665,820,1695,0
0413.00,12645,30,970,8610,170,375,225,0,940,1380,1010,0
0420.03,6415,80,720,2730,125,25,135,0,1085,400,2040,60
0420.05,6615,0,290,1300,90,20,175,0,835,380,4035,0
0420.06,5305,0,230,955,50,60,220,0,565,450,3085,0
0420.08,4530,20,525,2460,60,60,60,0,770,280,800,0
0420.09,4255,95,500,2170,270,100,100,15,550,315,990,0
0420.10,3865,0,125,585,45,10,145,0,395,345,2500,0
0420.11,6735,0,455,1515,70,35,260,0,680,1095,3235,30
0420.13,5220,0,210,1195,100,100,210,0,730,450,2870,0
0420.14,6815,15,440,2070,85,105,145,0,1250,445,2955,0
0420.15,2650,0,110,460,0,10,165,0,555,150,1375,0
0421.01,6815,20,515,4400,20,25,105,0,925,340,1120,0
0421.04,3710,40,425,2595,85,55,70,0,365,175,495,0
0421.05,3585,0,365,2400,75,0,105,0,645,150,330,0
0421.06,3755,15,210,2110,45,15,55,0,815,160,635,0
0421.07,4200,15,480,3070,45,100,65,0,435,235,455,0
0422.02,5250,130,820,2695,300,100,125,0,905,470,580,0
0422.03,6950,0,290,1495,55,75,220,0,1105,825,3535,0
0422.04,4200,0,195,520,0,35,120,0,480,410,2735,0
0422.05,7335,30,340,1120,170,30,145,0,785,770,4690,0
0422.06,5310,60,645,3035,175,100,170,0,965,175,775,0
0423.01,3800,30,675,2995,0,35,40,0,405,90,255,0
0423.02,7505,115,945,5500,65,125,50,20,755,380,710,0
0424.04,2495,0,95,640,85,105,65,0,315,430,980,0
0424.05,8335,85,505,2830,230,165,350,0,1265,1500,2705,15
0424.07,6860,20,680,3690,40,150,175,0,1005,380,1845,0
0424.08,7380,10,725,4455,170,135,140,0,1040,585,1235,0
0424.09,2980,65,470,2175,25,20,80,0,125,125,325,0
0424.10,6130,30,1080,4365,105,140,140,25,485,485,460,0
0424.11,7630,70,925,4680,120,280,200,20,810,695,1235,0
0424.12,26165,165,2755,11510,650,500,850,15,3850,2530,7175,35
0424.13,1570,0,155,805,25,0,40,0,110,55,535,0
0430.02,9815,135,2095,6155,270,120,300,0,245,945,1565,0
0430.03,4725,60,1495,3790,105,25,40,10,15,60,175,0
0430.04,10255,100,1775,6255,260,160,115,0,265,1515,1600,0
0431.01,5970,75,1425,4830,100,85,70,20,120,135,335,0
0431.02,6445,75,1460,4465,210,45,190,0,195,420,820,0
0440.00,6600,75,1600,5170,140,65,90,0,235,145,440,0
0441.02,4275,55,1655,3385,35,0,75,0,35,115,240,0
0441.03,7385,145,1695,6045,45,110,50,0,285,90,415,0
0441.04,5835,75,1210,4780,80,90,65,0,295,140,295,0
0442.02,4130,95,1050,3225,80,120,130,0,230,120,225,0
0442.03,5585,55,1320,4765,35,30,55,0,105,45,190,0
0442.04,3720,60,1030,3085,25,65,15,0,40,75,100,0
0442.05,6960,115,1795,5065,140,125,225,25,310,375,710,0
0442.06,7900,95,1415,3820,315,310,370,0,610,390,2190,0
0450.02,2805,30,1130,1880,45,65,60,0,50,20,115,0
0450.03,8030,255,2430,5780,105,55,120,0,165,220,995,0
0450.05,5590,115,1055,4020,135,50,100,0,390,310,655,15
0450.06,4920,55,1165,3605,130,75,60,0,65,365,435,0
0451.01,2230,75,795,1550,35,0,100,0,0,25,30,0
0451.02,4745,135,1520,3790,65,50,35,0,40,165,125,0
0451.03,7125,210,2180,5395,90,90,110,0,280,220,515,0
0451.05,4695,150,1215,3970,85,0,110,0,75,105,205,0
0451.06,6515,95,1400,4670,335,105,75,0,240,270,750,0
0451.07,4785,75,795,3125,135,210,110,0,150,265,840,0
0452.01,3255,270,960,2710,15,20,75,0,0,50,200,0
0452.02,4830,185,1605,3845,75,75,65,0,15,100,200,0
0452.03,5640,100,1910,4425,85,50,0,0,120,80,370,0
0452.05,4200,90,810,2025,125,165,260,0,250,445,1055,20
0452.06,3855,40,465,2150,220,175,35,0,105,355,855,0
0452.07,5710,90,1595,4635,55,60,40,25,125,150,250,0
0455.00,7275,70,2375,5945,50,215,35,45,80,80,230,0
0456.01,4305,90,1455,3425,205,30,100,0,75,0,105,0
0456.02,6095,195,1975,4915,90,105,20,50,15,90,265,0
0456.03,4315,145,1430,3425,40,60,0,0,0,10,100,0
0460.01,4950,40,1190,4440,0,205,0,0,10,10,65,0
0460.02,3605,120,775,2865,0,55,35,0,75,0,240,0
0470.00,2740,120,1255,2180,20,0,10,0,0,0,10,0
0471.00,3395,50,1035,2650,0,0,0,0,110,0,110,0
0472.00,6655,250,2175,5175,80,30,50,0,35,70,250,0
0473.01,6310,250,2345,5035,45,25,30,0,60,0,135,0
0473.02,6935,305,2840,4985,130,105,170,15,75,80,190,0
0473.03,3725,170,1570,2855,15,40,10,0,25,0,15,0
0474.00,5385,125,1910,4290,65,20,30,0,55,135,110,0
0475.00,5645,330,2060,4510,10,0,85,20,0,130,80,0
0480.01,3995,135,1295,3280,20,0,0,0,35,35,95,0
0480.02,7815,185,1660,6235,95,295,80,0,105,345,510,0
0481.01,5155,65,1655,3975,25,40,40,0,50,210,225,0
0481.02,4465,125,1450,3525,130,0,55,0,40,95,160,0
0482.00,6295,260,1605,5325,20,65,0,75,45,150,270,0
0483.01,5145,155,1575,4485,0,40,0,0,0,15,60,0
0483.02,2465,125,960,2045,20,20,0,0,0,0,0,0
0484.01,3500,45,765,3090,0,0,0,0,0,0,15,0
0484.02,6075,170,2225,5055,130,30,20,0,40,0,120,0
0485.01,6210,280,2545,4860,55,45,50,0,10,45,90,0
0485.02,6290,210,2315,4915,0,30,0,25,30,65,175,0
0500.01,3510,55,525,2285,185,185,200,0,55,170,355,0
0500.02,4770,60,1105,3280,140,220,55,35,55,275,460,0
0501.01,5725,120,1295,4205,280,120,55,50,135,385,375,0
0501.02,7095,80,1435,5175,180,175,70,15,340,480,765,0
0502.01,5600,145,1355,3345,500,135,150,20,100,440,895,10
0502.02,2480,60,530,1865,90,60,65,0,40,75,180,0
0503.00,5225,155,845,3475,210,330,300,0,200,585,515,0
0504.00,3380,55,825,2670,90,40,0,0,90,125,260,0
0505.01,4740,40,1060,3670,110,95,55,0,115,230,385,0
0505.02,5815,35,1075,4300,70,60,135,0,225,565,610,0
0506.00,2700,35,520,2120,15,0,40,0,50,160,220,0
0507.00,3650,40,765,3205,80,0,50,0,0,45,165,0
0508.00,3250,45,680,2630,0,75,25,0,0,105,295,0
0509.01,5130,95,940,4045,120,95,70,10,50,150,535,0
0509.02,3100,115,600,2520,30,40,0,0,45,50,305,0
0510.00,5565,15,975,4960,20,40,40,0,15,125,290,0
0511.01,5020,65,535,2285,370,225,165,0,765,815,580,0
0511.02,4740,50,905,3070,240,30,145,0,150,360,430,0
0512.00,6880,25,595,2820,540,225,180,0,485,1320,1385,40
0513.01,6910,85,950,4515,190,220,70,0,420,620,960,70
0513.02,6490,25,540,3100,400,260,220,0,435,1235,705,0
0513.03,3090,20,270,1045,165,130,135,0,205,800,580,0
0513.04,3885,20,360,2635,160,75,175,0,215,380,460,0
0514.01,2375,0,400,1385,15,95,25,0,165,255,360,0
0514.02,5955,45,835,2050,135,130,370,0,490,1945,790,15
0515.01,4375,140,770,3475,225,125,35,0,25,200,280,0
0515.02,3580,95,695,2465,70,30,35,10,245,220,435,0
0516.01,5470,120,1290,3340,275,200,110,15,65,710,715,0
0516.02,4700,75,945,2985,200,120,120,25,90,635,500,25
0516.03,5850,105,1355,3645,140,240,300,0,230,595,455,0
0516.04,6425,100,1380,2915,390,315,320,0,405,1205,850,0
0516.05,6275,175,1480,4230,325,245,140,25,265,485,485,0
0516.06,4770,110,1210,2765,310,245,170,40,200,525,455,0
0516.08,6065,50,950,3455,450,150,380,0,295,630,685,15
0516.09,7030,65,1060,4600,240,270,275,60,220,740,850,0
0516.11,4690,30,940,2955,100,95,110,0,165,480,670,0
0516.16,5095,40,960,2905,170,100,225,0,230,615,640,0
0516.17,3435,70,580,2130,325,105,165,0,230,270,380,0
0516.18,3685,0,620,2755,120,105,115,0,110,180,355,0
0516.20,6310,105,1330,3470,275,235,185,0,160,875,1095,0
0516.21,3055,50,490,1760,235,110,25,0,175,415,560,0
0516.22,7040,60,1040,3320,435,305,425,0,250,1305,1055,20
0516.23,5790,20,835,3100,310,305,120,25,225,1220,865,0
0516.24,4220,25,565,2830,230,60,40,0,130,485,530,0
0516.25,4045,30,700,2060,285,120,105,0,285,895,420,0
0516.26,7070,20,885,2645,650,145,360,10,325,1925,1120,0
0516.28,4805,20,630,2035,125,225,250,0,290,950,1315,0
0516.29,4870,15,420,1470,365,130,385,0,280,1355,1300,0
0516.30,6010,0,310,1940,170,110,550,0,300,1395,1960,0
0516.31,2835,0,275,1210,25,25,80,0,155,600,810,0
0516.32,4900,20,765,2535,390,350,225,0,105,1085,470,20
0516.37,5460,40,535,2205,315,100,370,0,295,1035,1295,0
0516.38,6400,25,390,1455,215,145,365,0,455,2295,1625,70
0516.39,5275,0,455,1495,595,290,405,0,215,1675,905,0
0516.40,6220,0,680,2510,650,260,320,25,385,1695,745,0
0516.41,5060,0,235,1325,280,160,440,20,500,1610,1350,25
0516.42,8495,30,545,2305,810,405,445,0,710,2480,2015,0
0516.43,4155,0,340,1450,90,280,240,0,130,1155,1045,0
0516.44,4840,0,430,1660,125,130,275,15,380,1095,1400,40
0516.45,11830,20,760,2260,630,280,880,15,1340,4435,2675,45
0516.46,7415,0,435,1695,480,220,365,0,745,2370,1840,0
0516.47,4985,0,405,1555,165,250,270,0,340,1615,1045,0
0517.00,1715,0,285,1155,110,65,20,0,25,155,175,0
0518.00,4410,50,555,1840,195,85,245,0,50,1000,830,50
0519.00,3930,25,540,1920,95,150,60,0,70,550,935,0
0520.01,5585,0,685,1940,250,220,130,0,230,1675,1210,55
0520.02,6740,0,300,2540,270,195,85,0,610,1370,2075,0
0520.05,3780,20,300,1265,425,90,140,0,230,1080,595,0
0520.07,5040,0,305,835,325,95,350,0,480,2220,910,0
0520.08,6460,35,340,2765,300,170,145,0,340,1440,1640,0
0520.09,6445,55,415,2075,290,250,535,0,1105,1275,1325,0
0520.10,9200,75,555,2420,375,350,510,0,1340,2820,1840,40
0521.01,5660,25,535,1935,190,215,265,0,810,1625,730,85
0521.02,3775,35,435,2555,140,140,90,0,180,420,655,0
0521.03,5030,20,385,1725,165,165,170,0,255,1585,1140,0
0521.04,6270,70,685,3800,435,255,210,0,265,650,880,60
0521.05,4265,100,470,2305,245,155,50,0,125,475,820,20
0521.06,4920,35,335,2065,330,415,270,0,560,920,610,0
0522.00,5955,40,745,4075,130,50,200,0,210,425,775,0
0523.00,6105,80,700,3680,230,235,450,0,210,660,760,20
0524.01,4835,20,440,2600,325,250,120,0,85,325,1320,10
0524.02,3665,0,355,2305,85,45,65,0,45,660,535,0
0525.01,3535,20,180,1610,125,175,290,0,65,700,785,0
0525.02,4545,20,395,2640,185,185,240,0,60,730,675,35
0526.01,6305,75,560,2710,280,100,280,0,185,1695,1250,20
0526.02,3450,100,375,1970,175,105,65,0,70,585,495,45
0527.01,7185,50,540,2230,325,395,165,0,605,1985,1875,0
0527.02,5085,0,495,3095,170,35,190,0,395,500,660,70
0527.03,7000,0,420,3000,320,220,380,0,545,1770,1205,0
0527.04,5870,80,570,4155,250,125,325,0,240,410,600,0
0527.05,5825,0,445,3970,190,155,190,0,120,505,860,0
0527.06,4300,0,335,2595,275,80,85,0,55,570,710,0
0527.07,5005,45,490,2850,385,445,325,0,115,585,575,0
0527.08,4450,55,435,1810,140,85,60,0,70,860,1490,30
0527.09,3625,30,490,1745,125,100,200,0,145,435,1095,0
0528.01,5360,0,410,2315,135,115,235,0,385,1145,1345,0
0528.02,8095,0,490,1820,400,120,780,0,395,2655,2200,0
0528.10,8810,40,485,2560,520,410,175,0,525,2875,2400,20
0528.11,5530,35,325,1750,225,75,225,0,795,1610,995,0
0528.12,6065,15,450,1770,260,260,155,0,445,2395,1175,0
0528.13,3460,55,340,1690,175,0,195,0,95,625,865,0
0528.15,4350,0,145,1260,200,35,690,0,160,940,1305,0
0528.16,5270,0,300,1080,375,130,255,0,180,2180,1285,0
0528.18,6975,20,505,2370,350,265,485,0,315,1975,1750,0
0528.19,5620,0,185,1440,405,75,215,0,250,2085,1580,0
0528.20,6120,40,540,1935,570,20,290,0,170,3140,345,85
0528.21,4400,0,360,1060,435,135,150,0,55,1835,770,100
0528.22,6920,95,400,905,675,140,245,0,35,4675,365,15
0528.24,5560,0,295,1335,265,95,125,0,395,1880,1725,0
0528.25,7660,70,320,2395,350,265,380,0,630,2455,1715,0
0528.26,4640,50,360,1390,490,240,385,0,170,1425,1105,0
0528.31,6425,0,305,1555,660,115,270,45,0,3355,525,25
0528.32,4455,20,280,1635,145,140,165,35,270,1385,1160,15
0528.33,6670,40,710,2490,325,65,205,0,400,2045,1305,0
0528.34,6115,0,470,2410,175,255,190,0,130,1355,1995,25
0528.35,3080,0,115,1055,170,110,110,0,320,710,770,0
0528.36,8705,0,545,635,250,80,220,0,55,6935,395,50
0528.37,6665,0,515,1785,250,265,325,0,125,3215,965,60
0528.39,6820,45,1020,3170,385,555,475,0,305,1535,1035,0
0528.40,6150,35,510,2600,255,250,160,20,190,1850,1090,0
0528.41,7805,0,780,1455,490,215,265,0,375,3665,1350,0
0528.42,5065,0,310,940,180,130,170,0,340,1585,1935,20
0528.43,4335,0,170,965,160,75,150,0,190,1580,1495,0
0528.44,2320,20,260,1270,110,170,0,0,75,395,480,0
0528.45,5765,40,505,2050,655,35,335,0,275,1165,1550,0
0528.46,6845,0,290,1065,280,220,350,0,675,2710,1870,20
0528.47,5480,35,300,1835,320,225,430,0,205,1595,1360,0
0528.48,6990,0,530,1175,365,200,355,0,155,3840,1400,0
0528.49,4520,0,630,1785,365,125,140,20,420,1160,725,165
0529.01,3770,30,530,895,420,230,105,0,45,1810,190,0
0529.02,4520,0,385,995,510,200,80,0,30,2600,240,25
0530.01,5235,0,210,1075,1390,350,205,0,170,2220,175,40
0530.02,3320,45,435,730,265,205,105,0,0,1815,75,0
0531.01,4255,0,495,740,965,535,170,0,130,1900,95,0
0531.02,6940,15,750,1490,1100,270,390,0,195,3245,150,0
0532.01,4395,0,590,720,605,95,125,0,0,2460,165,50
0532.02,4665,55,375,620,975,295,135,0,170,2370,120,0
0540.01,5025,115,1120,3820,160,70,190,0,225,70,325,0
0540.02,5400,200,1625,4175,85,100,120,0,65,195,385,0
0550.01,4420,80,1295,3225,230,95,65,0,110,210,260,0
0550.02,7365,120,1295,5070,205,165,115,0,215,645,1035,0
0560.00,6200,175,1355,3300,620,335,215,0,0,1110,550,0
0561.00,5840,90,1135,2730,455,285,350,35,180,1375,420,0
0562.02,6610,90,1105,3785,350,230,235,0,140,1485,625,0
0562.03,5055,80,885,2575,700,335,215,0,55,1105,385,0
0562.04,4620,85,685,2570,335,295,70,0,15,1185,355,0
0562.05,5505,40,970,2910,525,180,245,0,115,950,705,35
0562.06,3170,30,915,1860,150,120,70,0,20,560,185,0
0562.07,4655,80,1055,1785,350,400,110,0,50,1350,270,0
0562.08,4240,70,1035,2485,625,370,145,0,65,435,125,0
0562.09,3925,85,670,2230,340,170,105,0,0,715,340,0
0562.11,3175,0,545,1865,215,250,60,0,45,380,420,0
0562.12,6505,125,795,2300,505,350,605,0,375,2015,515,50
0562.13,1185,55,145,500,315,80,15,0,0,170,165,0
0562.14,4155,100,675,1670,330,235,195,0,0,1560,225,0
0562.15,3790,35,460,1310,590,45,170,0,85,1315,285,0
0563.01,7085,50,530,1325,660,355,515,0,245,3610,345,70
0563.02,3085,65,615,1540,175,175,180,0,10,650,300,0
0564.01,2300,20,625,1375,115,170,0,0,0,160,280,20
0564.02,5025,60,805,1880,735,380,190,0,40,1465,475,15
0570.01,3230,85,540,1280,860,115,220,0,220,425,195,0
0570.02,3590,85,965,2990,25,90,0,0,0,60,125,0
0571.01,3880,185,930,1955,375,50,240,0,75,690,120,0
0571.02,3915,50,760,2940,70,115,50,0,165,170,120,0
0572.01,6830,100,1770,4440,690,315,180,0,100,655,190,0
0572.04,3210,35,470,1340,325,180,75,0,95,725,310,105
0572.05,6235,50,640,2015,570,220,305,0,150,2540,470,0
0572.07,4810,30,630,1125,470,150,490,0,70,1935,340,275
0572.08,5410,60,305,830,695,255,235,0,0,3515,190,25
0572.09,3745,0,475,1230,670,15,300,0,35,880,295,325
0572.10,3760,0,290,885,290,85,280,0,0,1235,430,605
0573.03,6410,120,1365,3035,885,200,575,10,150,1285,410,0
0573.05,5685,125,1110,3335,430,275,135,15,50,830,360,120
0573.06,4795,10,585,1900,810,195,355,25,30,1145,585,0
0573.07,5985,190,1480,3115,950,190,470,0,45,720,290,0
0573.09,5975,80,945,1850,1055,130,555,0,80,2025,370,0
0573.10,3115,0,325,1170,275,195,210,0,200,1030,290,0
0573.11,5185,0,715,770,900,190,400,0,105,2145,420,75
0574.00,5955,235,1390,4330,480,175,225,0,40,390,335,0
0575.01,6190,180,1025,2945,950,465,335,0,45,1175,560,0
0575.02,4525,175,810,2380,395,205,165,0,135,745,335,0
0575.03,6795,320,1440,2865,975,305,355,0,140,1690,405,0
0575.04,6350,100,1520,4010,500,325,100,0,80,600,475,0
0575.05,6995,155,1195,3040,1120,350,535,0,190,1600,620,0
0575.07,3825,70,230,685,260,230,75,0,160,2245,450,0
0575.08,6005,35,850,2065,510,350,370,0,170,2260,525,0
0576.04,4405,95,940,3150,285,95,75,0,0,480,165,0
0576.05,6940,160,1270,2475,770,340,250,0,120,2610,450,0
0576.06,6965,85,1205,3365,655,215,215,0,175,1625,675,0
0576.07,4575,35,590,2585,475,120,220,0,140,1035,205,10
0576.09,4010,185,1100,2975,185,210,90,0,0,325,220,30
0576.10,7015,90,725,1960,615,395,290,0,85,3305,480,25
0576.16,6665,15,465,1290,850,305,280,0,240,3780,325,0
0576.17,6905,65,505,1380,985,180,275,0,50,3880,485,0
0576.18,11900,30,885,1175,1515,245,635,0,295,7590,800,40
0576.20,6875,10,575,885,605,285,185,20,95,4425,570,90
0576.22,7795,30,515,1630,745,130,480,25,120,4630,395,0
0576.24,8175,0,580,2870,585,410,275,0,445,3510,380,25
0576.29,4350,50,620,1410,1005,275,445,0,95,1140,370,25
0576.30,15990,105,1645,4390,2040,480,1115,0,390,6655,2195,185
0576.31,3565,30,825,2265,250,75,125,0,35,420,200,0
0576.32,9280,95,1050,3745,1520,445,815,0,225,2435,840,0
0576.33,2765,30,830,1760,155,40,15,0,0,420,130,20
0576.34,5980,90,770,2320,1120,345,260,0,185,1480,455,30
0576.35,13530,40,510,1295,1690,340,1030,0,385,8760,600,15
0576.36,10610,0,700,1395,785,420,635,0,265,6735,725,80
0576.37,13335,85,600,1275,1130,470,595,0,985,8595,665,15
0576.38,13715,35,685,1425,1140,420,980,0,780,8635,805,0
0576.39,11130,45,595,1475,1075,270,980,10,690,6425,765,0
0576.40,7395,0,570,725,510,155,510,0,165,4545,915,15
0576.41,7945,75,510,2030,1710,360,725,0,140,3350,695,0
0576.42,8875,65,570,2350,1715,535,460,10,210,3640,950,45
0576.43,6495,40,655,2075,1015,190,350,0,120,2490,555,25
0576.44,2660,15,250,1150,730,20,220,0,15,550,360,0
0576.45,3035,0,190,415,530,110,90,0,30,1865,220,0
0576.46,5505,0,580,755,445,240,300,0,320,3170,230,0
0576.47,3315,0,180,435,190,135,175,20,25,1950,425,0
0576.48,10335,45,545,1565,915,635,605,0,410,6145,500,100
0576.49,4760,50,390,1430,720,150,350,0,70,1855,535,70
0576.50,6690,40,610,1905,1290,425,660,0,85,2415,505,0
0576.51,10050,45,795,2445,1980,310,850,0,60,3820,1340,75
0585.02,6305,135,1015,5155,200,175,80,0,125,435,100,0
0585.03,5450,25,1385,4580,45,130,0,0,60,135,70,0
0585.05,7360,110,1915,6240,90,260,50,0,80,90,165,0
0585.07,5315,65,1185,4520,85,120,0,0,70,115,60,0
0585.08,3730,35,1075,2960,20,60,20,0,20,65,115,0
0585.09,5840,70,1210,4990,145,20,20,15,115,105,60,0
0585.10,4270,0,580,3530,100,100,25,0,80,230,215,0
0586.01,6350,40,1160,4705,435,140,125,20,30,560,250,0
0586.02,2920,105,800,2335,25,45,0,0,0,205,50,0
0587.01,6020,200,1545,5270,205,45,75,0,30,190,90,0
0587.02,5410,95,1805,4420,90,55,60,30,20,110,120,0
0590.00,4930,270,1560,3995,25,150,0,0,15,60,195,0
0591.01,5150,190,1660,4290,80,30,15,0,20,65,45,0
0591.02,4940,155,1970,3965,55,20,25,35,30,15,40,0
0592.01,6875,170,2525,5260,350,35,45,0,30,215,225,0
